
SPDR S&P 500 ETF Trust,Last: 761.95,Change:  0.17
"Date: September 2, 2026 at 9:51 AM EDT",Bid: 761.94,Ask: 761.96,Size: 480*80,"Volume: 294,305"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Dec 18 2026,SPY261218C00370000,398.26,0,393.27,396.63,0,0.5693,0.9956,0,109,370.00,SPY261218P00370000,0.3,0,0.31,0.32,0,0.5427,-0.0043,0.0001,2855
Fri Dec 18 2026,SPY261218C00375000,405.25,0,388.35,391.7,0,0.5617,0.9954,0.0001,15,375.00,SPY261218P00375000,0.31,0,0.32,0.33,0,0.5358,-0.0046,0.0001,7727
Fri Dec 18 2026,SPY261218C00380000,378.1,0,383.43,386.78,0,0.5541,0.9951,0.0001,35,380.00,SPY261218P00380000,0.42,0,0.34,0.35,0,0.5298,-0.0048,0.0001,2434
Fri Dec 18 2026,SPY261218C00385000,394.9,0,378.51,381.86,0,0.5465,0.9949,0.0001,23,385.00,SPY261218P00385000,0.36,0,0.36,0.37,0,0.5242,-0.0051,0.0001,3400
Fri Dec 18 2026,SPY261218C00390000,377.47,0,373.59,376.94,0,0.539,0.9946,0.0001,143,390.00,SPY261218P00390000,0.37,0,0.37,0.38,0,0.5172,-0.0054,0.0001,4333
Fri Dec 18 2026,SPY261218C00395000,375.82,0,368.67,372.02,0,0.5315,0.9943,0.0001,93,395.00,SPY261218P00395000,0.38,0,0.39,0.4,0,0.5114,-0.0056,0.0001,7582
Fri Dec 18 2026,SPY261218C00400000,380.35,0,363.75,367.1,0,0.524,0.9941,0.0001,13718,400.00,SPY261218P00400000,0.42,0,0.41,0.42,0,0.5055,-0.006,0.0001,28876
Fri Dec 18 2026,SPY261218C00405000,362.09,0,358.83,362.18,0,0.5166,0.9938,0.0001,254,405.00,SPY261218P00405000,0.39,0,0.43,0.44,0,0.4991,-0.0063,0.0001,1235
Fri Dec 18 2026,SPY261218C00410000,357.69,0,353.91,357.26,0,0.5092,0.9934,0.0001,183,410.00,SPY261218P00410000,0.45,0,0.45,0.46,0,0.493,-0.0067,0.0001,16318
Fri Dec 18 2026,SPY261218C00415000,354.91,0,348.99,352.35,0,0.5019,0.9931,0.0001,329,415.00,SPY261218P00415000,0.49,0,0.47,0.48,0,0.4869,-0.007,0.0001,5036
Fri Dec 18 2026,SPY261218C00420000,346.96,0,344.08,347.43,0,0.4958,0.9927,0.0001,174,420.00,SPY261218P00420000,0.48,0,0.49,0.5,0,0.4807,-0.0074,0.0001,4672
Fri Dec 18 2026,SPY261218C00425000,338.75,0,339.16,342.51,0,0.4886,0.9923,0.0001,283,425.00,SPY261218P00425000,0.5,0,0.51,0.52,0,0.4745,-0.0078,0.0001,8523
Fri Dec 18 2026,SPY261218C00430000,340.18,0,334.25,337.6,0,0.4825,0.9919,0.0001,216,430.00,SPY261218P00430000,0.53,0,0.54,0.55,0,0.4693,-0.0082,0.0001,2384
Fri Dec 18 2026,SPY261218C00435000,332.35,0,329.33,332.66,0,0.4754,0.9915,0.0001,128,435.00,SPY261218P00435000,0.53,0,0.56,0.57,0,0.463,-0.0087,0.0001,1126
Fri Dec 18 2026,SPY261218C00440000,328.41,0,324.42,327.77,0,0.4693,0.991,0.0001,327,440.00,SPY261218P00440000,0.57,0,0.59,0.6,0,0.4576,-0.0091,0.0001,654
Fri Dec 18 2026,SPY261218C00445000,320.58,0,319.51,322.86,0,0.4628,0.9906,0.0001,123,445.00,SPY261218P00445000,0.64,0,0.62,0.63,0,0.4522,-0.0096,0.0001,1800
Fri Dec 18 2026,SPY261218C00450000,318.59,0,314.6,317.95,0,0.4563,0.9901,0.0001,458,450.00,SPY261218P00450000,0.67,0,0.64,0.65,0,0.4462,-0.0101,0.0001,22594
Fri Dec 18 2026,SPY261218C00455000,315.59,0,309.69,313.05,0,0.4498,0.9897,0.0001,87,455.00,SPY261218P00455000,0.63,0,0.67,0.68,0,0.4406,-0.0107,0.0001,846
Fri Dec 18 2026,SPY261218C00460000,310.16,0,304.78,308.14,0,0.4437,0.9891,0.0002,224,460.00,SPY261218P00460000,0.71,0,0.7,0.71,0,0.4349,-0.0112,0.0002,2781
Fri Dec 18 2026,SPY261218C00465000,310.57,0,299.88,303.23,0,0.4376,0.9885,0.0002,91,465.00,SPY261218P00465000,0.76,0,0.74,0.75,0,0.4295,-0.0118,0.0002,1232
Fri Dec 18 2026,SPY261218C00470000,300.35,0,294.97,298.33,0,0.431,0.9879,0.0002,241,470.00,SPY261218P00470000,0.76,0,0.77,0.78,0,0.4237,-0.0124,0.0002,6944
Fri Dec 18 2026,SPY261218C00475000,291.4,0,290.07,293.4,0,0.4253,0.9873,0.0002,1113,475.00,SPY261218P00475000,0.77,0,0.81,0.82,0,0.4185,-0.0131,0.0002,4579
Fri Dec 18 2026,SPY261218C00480000,292.27,0,285.17,288.52,0,0.4195,0.9866,0.0002,204,480.00,SPY261218P00480000,0.88,0,0.84,0.86,0,0.4129,-0.0138,0.0002,311477
Fri Dec 18 2026,SPY261218C00485000,285.7,0,280.27,283.62,0,0.4137,0.9859,0.0002,872,485.00,SPY261218P00485000,0.93,0,0.88,0.89,0,0.4075,-0.0145,0.0002,3649
Fri Dec 18 2026,SPY261218C00490000,284.13,0,275.37,278.73,0,0.4079,0.9852,0.0002,825,490.00,SPY261218P00490000,0.87,0,0.92,0.94,0,0.4024,-0.0153,0.0002,10993
Fri Dec 18 2026,SPY261218C00495000,278.25,0,270.48,273.83,0,0.4028,0.9844,0.0002,1978,495.00,SPY261218P00495000,1.02,0,0.97,0.98,0,0.3969,-0.0161,0.0002,1688
Fri Dec 18 2026,SPY261218C00500000,270.77,0,265.58,268.91,0,0.3969,0.9836,0.0002,3730,500.00,SPY261218P00500000,1.05,0,1.01,1.02,0,0.3915,-0.017,0.0003,18268
Fri Dec 18 2026,SPY261218C00505000,271.13,0,260.69,264.02,0,0.391,0.9828,0.0003,1484,505.00,SPY261218P00505000,1.1,0,1.06,1.07,0,0.3861,-0.0179,0.0003,1812
Fri Dec 18 2026,SPY261218C00510000,261.54,0,255.8,259.16,0,0.3852,0.9819,0.0003,1960,510.00,SPY261218P00510000,1.15,0,1.11,1.12,0,0.3809,-0.0188,0.0003,3900
Fri Dec 18 2026,SPY261218C00515000,257.85,0,250.91,254.27,0,0.3795,0.9809,0.0003,2064,515.00,SPY261218P00515000,1.11,0,1.16,1.17,0,0.3755,-0.0198,0.0003,4675
Fri Dec 18 2026,SPY261218C00520000,246.8,0,246.03,249.38,0,0.3742,0.9798,0.0003,3038,520.00,SPY261218P00520000,1.27,0,1.21,1.23,0,0.3706,-0.0209,0.0003,12009
Fri Dec 18 2026,SPY261218C00525000,253,0,241.14,244.5,0,0.3686,0.9787,0.0003,829,525.00,SPY261218P00525000,1.26,0,1.27,1.28,0,0.3653,-0.022,0.0004,5335
Fri Dec 18 2026,SPY261218C00530000,239.87,0,236.26,239.62,0,0.3632,0.9776,0.0004,2112,530.00,SPY261218P00530000,1.39,0,1.33,1.34,0,0.3601,-0.0232,0.0004,5627
Fri Dec 18 2026,SPY261218C00535000,239.23,0,231.38,234.74,0,0.3578,0.9764,0.0004,2368,535.00,SPY261218P00535000,1.41,0,1.39,1.41,0,0.3549,-0.0245,0.0004,3290
Fri Dec 18 2026,SPY261218C00540000,233.81,0,226.51,229.84,0,0.3528,0.9751,0.0004,3482,540.00,SPY261218P00540000,1.52,0,1.46,1.47,0,0.3497,-0.0258,0.0004,4756
Fri Dec 18 2026,SPY261218C00545000,233.74,0,221.64,225,0,0.3476,0.9738,0.0004,1706,545.00,SPY261218P00545000,1.59,0,1.53,1.54,0,0.3446,-0.0273,0.0004,4991
Fri Dec 18 2026,SPY261218C00550000,225.84,0,216.77,220.13,0,0.342,0.9724,0.0004,3979,550.00,SPY261218P00550000,1.67,0,1.6,1.62,0,0.3396,-0.0288,0.0005,14388
Fri Dec 18 2026,SPY261218C00555000,218.16,0,211.91,215.27,0,0.3366,0.9708,0.0005,1678,555.00,SPY261218P00555000,1.61,0,1.68,1.69,0,0.3347,-0.0304,0.0005,6009
Fri Dec 18 2026,SPY261218C00560000,207.84,0,207.05,210.41,0,0.3313,0.9691,0.0005,1924,560.00,SPY261218P00560000,1.83,0,1.76,1.77,0,0.3296,-0.0321,0.0005,10980
Fri Dec 18 2026,SPY261218C00565000,210.6,0,202.19,205.55,0,0.3261,0.9674,0.0005,1624,565.00,SPY261218P00565000,1.86,0,1.84,1.86,0,0.3244,-0.0339,0.0006,2714
Fri Dec 18 2026,SPY261218C00570000,198.52,0,197.34,200.7,0,0.3208,0.9655,0.0006,5220,570.00,SPY261218P00570000,2.02,0,1.93,1.95,0,0.3194,-0.0359,0.0006,4728
Fri Dec 18 2026,SPY261218C00575000,201.45,0,192.49,195.86,0,0.3159,0.9635,0.0006,849,575.00,SPY261218P00575000,2.09,0,2.03,2.05,0,0.3146,-0.0379,0.0006,6309
Fri Dec 18 2026,SPY261218C00580000,188.94,0,187.65,190.99,0,0.311,0.9615,0.0006,1994,580.00,SPY261218P00580000,2.03,0,2.13,2.15,0,0.3096,-0.0401,0.0007,10044
Fri Dec 18 2026,SPY261218C00585000,191.79,0,182.82,186.18,0,0.3062,0.9594,0.0007,976,585.00,SPY261218P00585000,2.31,0,2.23,2.25,0,0.3048,-0.0425,0.0007,5790
Fri Dec 18 2026,SPY261218C00590000,183.59,0,177.99,181.36,0,0.301,0.9569,0.0007,2468,590.00,SPY261218P00590000,2.43,0,2.35,2.37,0,0.2998,-0.045,0.0008,11128
Fri Dec 18 2026,SPY261218C00595000,176.06,0,173.18,176.53,0,0.2961,0.9543,0.0008,1516,595.00,SPY261218P00595000,2.55,0,2.47,2.49,0,0.295,-0.0476,0.0008,4027
Fri Dec 18 2026,SPY261218C00600000,169.02,0,168.35,171.72,0,0.2908,0.9515,0.0008,4510,600.00,SPY261218P00600000,2.59,-0.1,2.6,2.62,1,0.2902,-0.0505,0.0009,25165
Fri Dec 18 2026,SPY261218C00605000,166.64,0,163.54,166.91,0,0.2859,0.9485,0.0009,3002,605.00,SPY261218P00605000,2.75,0,2.73,2.76,0,0.2853,-0.0536,0.0009,8442
Fri Dec 18 2026,SPY261218C00610000,165.73,0,158.94,162.12,0,0.2834,0.9454,0.001,1356,610.00,SPY261218P00610000,3.07,0,2.88,2.9,0,0.2805,-0.0568,0.001,157945
Fri Dec 18 2026,SPY261218C00615000,155.56,0,154.15,157.33,0,0.2787,0.9422,0.001,1455,615.00,SPY261218P00615000,3.1,0,3.04,3.06,0,0.2759,-0.0604,0.001,5829
Fri Dec 18 2026,SPY261218C00620000,161.5,0,149.18,152.56,0,0.2719,0.9386,0.0011,2745,620.00,SPY261218P00620000,3.41,0,3.2,3.23,0,0.2711,-0.0641,0.0011,18501
Fri Dec 18 2026,SPY261218C00625000,145.66,0,144.59,147.79,0,0.2686,0.9347,0.0012,1565,625.00,SPY261218P00625000,3.45,0,3.38,3.41,0,0.2664,-0.0681,0.0012,23796
Fri Dec 18 2026,SPY261218C00630000,140.56,0,139.83,143.03,0,0.2636,0.9305,0.0012,908,630.00,SPY261218P00630000,3.71,0,3.57,3.6,0,0.2619,-0.0724,0.0013,45309
Fri Dec 18 2026,SPY261218C00635000,136.49,0,135.08,138.29,0,0.2588,0.926,0.0013,1776,635.00,SPY261218P00635000,3.86,0,3.77,3.8,0,0.2571,-0.077,0.0014,5567
Fri Dec 18 2026,SPY261218C00640000,131.6,0,130.35,133.56,0,0.2541,0.9213,0.0014,2220,640.00,SPY261218P00640000,4.16,0,3.99,4.02,0,0.2525,-0.082,0.0014,11204
Fri Dec 18 2026,SPY261218C00645000,127.1,0,125.63,128.85,0,0.2496,0.9163,0.0015,987,645.00,SPY261218P00645000,4.31,0,4.23,4.26,0,0.248,-0.0873,0.0016,8058
Fri Dec 18 2026,SPY261218C00650000,132.36,0,120.77,124.15,0,0.2436,0.9108,0.0016,3466,650.00,SPY261218P00650000,4.48,-0.14,4.48,4.51,1,0.2434,-0.0931,0.0017,13912
Fri Dec 18 2026,SPY261218C00655000,117.54,0,116.24,119.47,0,0.2399,0.9048,0.0017,1085,655.00,SPY261218P00655000,4.9,0,4.75,4.78,0,0.2388,-0.0992,0.0018,5279
Fri Dec 18 2026,SPY261218C00660000,112.37,0,111.57,114.81,0,0.2351,0.8984,0.0018,1377,660.00,SPY261218P00660000,5,-0.19,5.04,5.07,3,0.2342,-0.1058,0.0019,134868
Fri Dec 18 2026,SPY261218C00665000,107.89,0,106.92,110.17,0,0.2304,0.8915,0.002,1682,665.00,SPY261218P00665000,5.53,0,5.35,5.38,0,0.2296,-0.113,0.002,7753
Fri Dec 18 2026,SPY261218C00670000,104.99,0,102.16,105.55,0,0.2261,0.8843,0.0021,2345,670.00,SPY261218P00670000,5.83,0,5.68,5.71,0,0.2251,-0.1207,0.0022,27970
Fri Dec 18 2026,SPY261218C00675000,99.58,1.09,97.57,100.96,1,0.2214,0.8764,0.0022,4333,675.00,SPY261218P00675000,6.17,0,6.04,6.07,0,0.2205,-0.129,0.0023,8258
Fri Dec 18 2026,SPY261218C00680000,94.84,0.865,93,96.39,1,0.2166,0.8677,0.0024,4755,680.00,SPY261218P00680000,6.38,-0.23,6.43,6.46,1,0.216,-0.1379,0.0025,12044
Fri Dec 18 2026,SPY261218C00685000,90.47,0,88.46,91.85,0,0.212,0.8584,0.0026,2850,685.00,SPY261218P00685000,7.05,0,6.85,6.88,0,0.2116,-0.1476,0.0027,6200
Fri Dec 18 2026,SPY261218C00690000,85.65,0,83.96,87.35,0,0.2074,0.8484,0.0028,3481,690.00,SPY261218P00690000,7.26,-0.235,7.3,7.34,6,0.207,-0.1581,0.0028,11781
Fri Dec 18 2026,SPY261218C00695000,83.25,0,79.58,82.89,0,0.2031,0.8378,0.0029,2174,695.00,SPY261218P00695000,7.95,0,7.8,7.83,0,0.2026,-0.1694,0.0031,11395
Fri Dec 18 2026,SPY261218C00700000,76.57,0,75.06,78.46,0,0.1983,0.8258,0.0032,9933,700.00,SPY261218P00700000,8.3,-0.245,8.33,8.37,3,0.1981,-0.1818,0.0033,37295
Fri Dec 18 2026,SPY261218C00705000,74.24,0,70.67,74.08,0,0.1938,0.813,0.0034,3564,705.00,SPY261218P00705000,9.05,0,8.92,8.95,0,0.1936,-0.1952,0.0035,3454
Fri Dec 18 2026,SPY261218C00710000,67.55,0,66.34,69.75,0,0.1894,0.7992,0.0036,7666,710.00,SPY261218P00710000,9.8,0,9.54,9.58,0,0.1892,-0.2097,0.0037,17391
Fri Dec 18 2026,SPY261218C00715000,63.16,0,62.06,65.47,0,0.1852,0.7843,0.0038,2550,715.00,SPY261218P00715000,10.43,0,10.25,10.28,0,0.1848,-0.2255,0.004,4568
Fri Dec 18 2026,SPY261218C00720000,59.09,0,57.97,61.18,0,0.1806,0.7678,0.0041,4498,720.00,SPY261218P00720000,11.17,0,10.99,11.04,0,0.1805,-0.2428,0.0043,6105
Fri Dec 18 2026,SPY261218C00725000,54.77,0,53.68,57.11,0,0.1816,0.7501,0.0044,4817,725.00,SPY261218P00725000,12.05,0,11.84,11.87,0,0.1762,-0.2615,0.0046,5884
Fri Dec 18 2026,SPY261218C00730000,50.89,0,51.14,53.04,0,0.1764,0.7311,0.0047,8445,730.00,SPY261218P00730000,13,0,12.74,12.79,0,0.1719,-0.2819,0.0049,15947
Fri Dec 18 2026,SPY261218C00735000,46.89,0,45.82,49.03,0,0.1677,0.7101,0.005,4535,735.00,SPY261218P00735000,14.11,0,13.76,13.8,0,0.1677,-0.3041,0.0052,27665
Fri Dec 18 2026,SPY261218C00740000,42.77,0,41.93,44.9,0,0.1628,0.6876,0.0052,6830,740.00,SPY261218P00740000,14.7,-0.48,14.85,14.91,3,0.1635,-0.3282,0.0055,15317
Fri Dec 18 2026,SPY261218C00745000,39.02,0,38.23,41.1,0,0.1596,0.6634,0.0056,8267,745.00,SPY261218P00745000,16.52,0,16.11,16.15,0,0.1595,-0.3545,0.0059,5994
Fri Dec 18 2026,SPY261218C00750000,35.7,0,35.89,36.16,0,0.155,0.6371,0.0058,29694,750.00,SPY261218P00750000,17.5,-0.325,17.45,17.52,10,0.1555,-0.3829,0.0062,11165
Fri Dec 18 2026,SPY261218C00755000,32.06,0,32.34,32.65,0,0.1515,0.6092,0.0062,6619,755.00,SPY261218P00755000,19.48,0,18.97,19.04,0,0.1517,-0.4136,0.0066,5278
Fri Dec 18 2026,SPY261218C00760000,29.1,0,29.04,29.28,0,0.1477,0.5792,0.0064,9725,760.00,SPY261218P00760000,21.06,0,20.66,20.74,0,0.148,-0.4468,0.007,14756
Fri Dec 18 2026,SPY261218C00765000,26.1,0.545,25.91,26.01,1,0.1439,0.5475,0.0067,6630,765.00,SPY261218P00765000,22.82,0,22.54,22.62,0,0.1444,-0.4824,0.0073,6405
Fri Dec 18 2026,SPY261218C00770000,22.44,0,22.92,22.99,0,0.1407,0.5141,0.0069,10879,770.00,SPY261218P00770000,25.13,0,24.62,24.71,0,0.1411,-0.5204,0.0076,6788
Fri Dec 18 2026,SPY261218C00775000,20.19,0.405,20.11,20.18,10,0.1375,0.4792,0.007,9332,775.00,SPY261218P00775000,26.98,0,26.92,27.04,0,0.1379,-0.5608,0.0079,3100
Fri Dec 18 2026,SPY261218C00780000,17.11,0,17.51,17.58,0,0.1348,0.4432,0.0071,27622,780.00,SPY261218P00780000,30.19,0,29.35,29.64,0,0.1343,-0.6029,0.0081,11808
Fri Dec 18 2026,SPY261218C00785000,14.85,0,15.13,15.2,0,0.132,0.4066,0.0071,15352,785.00,SPY261218P00785000,32.32,0,30.55,33.99,0,0.1269,-0.6467,0.0083,1011
Fri Dec 18 2026,SPY261218C00790000,12.71,0,12.97,13.04,0,0.1297,0.3699,0.0071,13353,790.00,SPY261218P00790000,36.5,0,34.08,36.58,0,0.1283,-0.6908,0.0083,1173
Fri Dec 18 2026,SPY261218C00795000,11.07,0,11.04,11.1,0,0.1275,0.3336,0.0069,9321,795.00,SPY261218P00795000,40.22,0,37.25,40.25,0,0.1258,-0.735,0.0081,681
Fri Dec 18 2026,SPY261218C00800000,9.34,0,9.32,9.38,0,0.1256,0.2984,0.0067,22117,800.00,SPY261218P00800000,43.08,0,40.58,43.98,0,0.1235,-0.7776,0.0078,1904
Fri Dec 18 2026,SPY261218C00805000,7.54,0,7.82,7.87,0,0.124,0.2644,0.0064,11412,805.00,SPY261218P00805000,43,0,44.46,47.85,0,0.1216,-0.8181,0.0073,31
Fri Dec 18 2026,SPY261218C00810000,6.36,0,6.52,6.56,0,0.1224,0.2327,0.006,20822,810.00,SPY261218P00810000,42.75,0,48.59,51.97,0,0.1197,-0.8551,0.0066,106
Fri Dec 18 2026,SPY261218C00815000,5.18,0,5.39,5.44,0,0.1214,0.2024,0.0056,12808,815.00,SPY261218P00815000,47.42,0,52.95,56.32,0,0.1182,-0.8882,0.0058,37
Fri Dec 18 2026,SPY261218C00820000,4.29,0,4.43,4.48,0,0.1201,0.1752,0.0052,14330,820.00,SPY261218P00820000,59.34,0,57.49,60.83,0,0.1166,-0.9165,0.0049,661
Fri Dec 18 2026,SPY261218C00825000,3.55,0,3.62,3.66,0,0.1192,0.1498,0.0047,13947,825.00,SPY261218P00825000,60.39,0,62.17,65.49,0,0.1154,-0.9398,0.004,190
Fri Dec 18 2026,SPY261218C00830000,2.82,0,2.93,2.97,0,0.1183,0.1274,0.0043,11798,830.00,SPY261218P00830000,68.43,0,66.96,70.25,0,0.1143,-0.9583,0.0031,625
Fri Dec 18 2026,SPY261218C00835000,2.26,0,2.37,2.4,0,0.1176,0.1074,0.0038,9785,835.00,SPY261218P00835000,64.72,0,71.83,75.08,0,0.1126,-0.972,0.0023,2
Fri Dec 18 2026,SPY261218C00840000,1.84,0,1.9,1.93,0,0.1172,0.0898,0.0034,8525,840.00,SPY261218P00840000,74.34,0,76.75,79.97,0,0.1105,-0.9822,0.0016,2
Fri Dec 18 2026,SPY261218C00845000,1.44,0,1.52,1.55,0,0.1168,0.0749,0.0029,4852,845.00,SPY261218P00845000,79.29,0,81.69,84.89,0,0.1029,-0.9888,0.0011,0
Fri Dec 18 2026,SPY261218C00850000,1.2,0,1.21,1.24,0,0.1167,0.0618,0.0025,11496,850.00,SPY261218P00850000,84.7,0,86.66,89.85,0,0,-0.9934,0.0007,3
Fri Dec 18 2026,SPY261218C00855000,0.9,0,0.97,0.99,0,0.1164,0.0514,0.0022,3955,855.00,SPY261218P00855000,89.72,0,91.63,94.81,0,0,-0.9961,0.0005,0
Fri Dec 18 2026,SPY261218C00860000,0.7,0,0.77,0.8,0,0.1166,0.0423,0.0019,5235,860.00,SPY261218P00860000,94.7,0,96.61,99.95,0,0.1243,-0.9978,0.0003,0
Fri Dec 18 2026,SPY261218C00865000,0.59,0,0.62,0.64,0,0.1167,0.0352,0.0016,1724,865.00,SPY261218P00865000,99.71,0,101.6,104.94,0,0.1292,-0.9987,0.0002,0
Fri Dec 18 2026,SPY261218C00870000,0.45,0,0.5,0.52,0,0.1174,0.0291,0.0014,2576,870.00,SPY261218P00870000,104.69,0,106.58,109.92,0,0.1313,-0.9993,0.0001,0
